ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13215291,JG429903,09/04/2023 09:00:00 AM,033XX S BELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,False,False,912,9.0,12.0,59.0,14,1161894.0,1882592.0,2023,09/21/2023 03:41:03 PM,41.833501016,-87.681478552,"(41.833501016, -87.681478552)"
13206614,JG419347,09/11/2023 12:40:00 AM,039XX S PRAIRIE AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,213,2.0,3.0,38.0,07,1178686.0,1879002.0,2023,09/19/2023 03:42:46 PM,41.823283586,-87.619975028,"(41.823283586, -87.619975028)"
13207054,JG419857,09/11/2023 11:45:00 AM,027XX N HALSTED ST,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1935,19.0,43.0,7.0,03,1170459.0,1918662.0,2023,09/19/2023 03:42:46 PM,41.932296922,-87.648996495,"(41.932296922, -87.648996495)"
13210541,JG424130,09/12/2023 12:00:00 AM,056XX S KARLOV AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,813,8.0,13.0,62.0,14,1149993.0,1867006.0,2023,09/19/2023 03:42:46 PM,41.790970316,-87.725550617,"(41.790970316, -87.725550617)"
4199095,HL510195,07/26/2005 10:00:00 PM,061XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,False,False,825,8.0,15.0,66.0,06,1161421.0,1863984.0,2005,02/28/2018 03:56:25 PM,41.782448202,-87.683730159,"(41.782448202, -87.683730159)"
13207716,JG420667,09/11/2023 07:00:00 PM,103XX S PEORIA ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,2232,22.0,21.0,73.0,08A,1172143.0,1836200.0,2023,09/19/2023 03:42:46 PM,41.705976221,-87.645234805,"(41.705976221, -87.645234805)"
13208456,JG421653,09/11/2023 07:00:00 PM,012XX E 72ND ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,True,324,3.0,5.0,69.0,05,1185571.0,1857516.0,2023,09/19/2023 03:42:46 PM,41.764164663,-87.595393536,"(41.764164663, -87.595393536)"
13214128,JG428503,09/11/2023 04:00:00 AM,023XX W 72ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,832,8.0,18.0,66.0,14,1162126.0,1856867.0,2023,09/19/2023 03:42:46 PM,41.762903518,-87.681343226,"(41.762903518, -87.681343226)"
13207062,JG419838,09/11/2023 11:20:00 AM,014XX E 66TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,321,3.0,5.0,42.0,08B,1186903.0,1861189.0,2023,09/19/2023 03:42:46 PM,41.774212236,-87.590395212,"(41.774212236, -87.590395212)"
13206841,JG419722,09/11/2023 07:45:00 AM,014XX N TRIPP AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2534,25.0,36.0,23.0,08B,1147789.0,1909188.0,2023,09/19/2023 03:42:46 PM,41.906765676,-87.732550205,"(41.906765676, -87.732550205)"
13207050,JG419920,09/11/2023 12:10:00 PM,034XX W CARROLL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,1123,11.0,28.0,27.0,26,1153446.0,1902189.0,2023,09/19/2023 03:42:46 PM,41.887449145,-87.711955803,"(41.887449145, -87.711955803)"
13207655,JG420693,09/11/2023 09:48:00 PM,006XX N KINGSBURY ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1831,18.0,42.0,8.0,06,1172651.0,1904489.0,2023,09/19/2023 03:42:46 PM,41.893357215,-87.641361445,"(41.893357215, -87.641361445)"
13207362,JG420444,09/11/2023 06:03:00 PM,041XX W WILCOX ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1115,11.0,28.0,26.0,08A,1148800.0,1899014.0,2023,09/19/2023 03:42:46 PM,41.878827643,-87.729099546,"(41.878827643, -87.729099546)"
13206991,JG419850,09/11/2023 11:25:00 AM,037XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,212,2.0,4.0,36.0,08B,1181886.0,1880202.0,2023,09/19/2023 03:42:46 PM,41.826502965,-87.608198422,"(41.826502965, -87.608198422)"
13207383,JG420501,09/11/2023 10:30:00 AM,048XX N SHERIDAN RD,0560,ASSAULT,SIMPLE,STREET,False,False,2024,20.0,46.0,3.0,08A,1168756.0,1932511.0,2023,09/19/2023 03:42:46 PM,41.970336247,-87.654851868,"(41.970336247, -87.654851868)"
13206563,JG419364,09/11/2023 12:11:00 AM,050XX W 47TH ST,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,814,8.0,22.0,56.0,26,1143362.0,1872997.0,2023,09/19/2023 03:42:46 PM,41.807536657,-87.749716227,"(41.807536657, -87.749716227)"
13207452,JG420353,09/11/2023 03:10:00 AM,010XX W DAKIN ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,False,False,1923,19.0,46.0,6.0,14,1168622.0,1926373.0,2023,09/19/2023 03:42:46 PM,41.953496277,-87.655523125,"(41.953496277, -87.655523125)"
13207699,JG420723,09/11/2023 10:00:00 PM,039XX W MONROE ST,0560,ASSAULT,SIMPLE,STREET,False,False,1122,11.0,28.0,26.0,08A,1150185.0,1899372.0,2023,09/19/2023 03:42:46 PM,41.879783165,-87.724004718,"(41.879783165, -87.724004718)"
13207264,JG420371,09/11/2023 02:30:00 AM,014XX N WESTERN AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,1423,14.0,1.0,24.0,03,1160150.0,1909408.0,2023,09/19/2023 03:42:46 PM,41.907122828,-87.687136965,"(41.907122828, -87.687136965)"
13208492,JG420518,09/11/2023 02:00:00 AM,001XX W WASHINGTON ST,0870,THEFT,POCKET-PICKING,STREET,False,False,122,1.0,42.0,32.0,06,1175426.0,1900814.0,2023,09/19/2023 03:42:46 PM,41.883210946,-87.631280397,"(41.883210946, -87.631280397)"
13207604,JG420585,09/11/2023 06:20:00 PM,015XX N ASHLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1433,14.0,1.0,24.0,07,1165447.0,1910253.0,2023,09/19/2023 03:42:46 PM,41.909330415,-87.667654761,"(41.909330415, -87.667654761)"
13209334,JG422734,09/11/2023 03:00:00 PM,014XX W 52ND ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,934,9.0,16.0,61.0,07,1167417.0,1870259.0,2023,09/19/2023 03:42:46 PM,41.799541146,-87.661567301,"(41.799541146, -87.661567301)"
11383258,JB353606,01/01/2015 12:01:00 AM,036XX W 60TH PL,0266,CRIM SEXUAL ASSAULT,PREDATORY,RESIDENCE,False,True,823,8.0,23.0,65.0,02,,,2015,09/07/2021 03:41:02 PM,,,
13207830,JG420858,09/11/2023 04:00:00 PM,008XX S WABASH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,123,1.0,4.0,32.0,14,1176920.0,1896484.0,2023,09/19/2023 03:42:46 PM,41.871295508,-87.625925454,"(41.871295508, -87.625925454)"
13209834,JG420764,09/11/2023 09:20:00 PM,028XX W 19TH ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False,1022,10.0,25.0,30.0,08B,1157372.0,1890584.0,2023,09/19/2023 03:42:46 PM,41.855524939,-87.6978538,"(41.855524939, -87.6978538)"
13206691,JG419452,09/11/2023 05:19:00 AM,057XX N CALIFORNIA AVE,0330,ROBBERY,AGGRAVATED,RESTAURANT,True,False,2011,20.0,40.0,2.0,03,1156641.0,1938082.0,2023,11/01/2023 03:40:30 PM,41.985877985,-87.699247832,"(41.985877985, -87.699247832)"
13208991,JG422333,09/11/2023 09:00:00 AM,076XX W ADDISON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,1631,16.0,38.0,17.0,11,1124082.0,1923049.0,2023,09/19/2023 03:42:46 PM,41.945224716,-87.819332257,"(41.945224716, -87.819332257)"
12118512,JD312177,07/27/2020 07:50:00 PM,003XX S CENTRAL PARK BLVD,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,True,1133,11.0,28.0,27.0,04A,1152440.0,1898237.0,2020,08/11/2020 03:41:29 PM,41.876624372,-87.7157546,"(41.876624372, -87.7157546)"
13211282,JG421008,09/11/2023 03:00:00 PM,067XX S MORGAN ST,0320,ROBBERY,STRONG ARM - NO WEAPON,APARTMENT,False,False,724,7.0,16.0,68.0,03,1170803.0,1860231.0,2023,09/19/2023 03:42:46 PM,41.771949874,-87.649442482,"(41.771949874, -87.649442482)"
13207579,JG420629,09/11/2023 08:09:00 PM,021XX S WABASH AVE,0460,BATTERY,SIMPLE,RESTAURANT,False,False,131,1.0,3.0,33.0,08B,1177085.0,1890045.0,2023,09/19/2023 03:42:46 PM,41.853622744,-87.625514585,"(41.853622744, -87.625514585)"
13207867,JG420900,09/11/2023 06:00:00 PM,065XX S MORGAN ST,0820,THEFT,$500 AND UNDER,STREET,False,False,723,7.0,16.0,68.0,06,1170770.0,1861427.0,2023,09/19/2023 03:42:46 PM,41.775232563,-87.64952859,"(41.775232563, -87.64952859)"
13213930,JG427997,09/05/2023 01:15:00 PM,061XX N FAIRFIELD AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,2413,24.0,40.0,2.0,06,1156891.0,1940617.0,2023,09/19/2023 03:41:47 PM,41.992829055,-87.698259201,"(41.992829055, -87.698259201)"
13207909,JG420867,09/11/2023 10:30:00 PM,032XX W LAWRENCE AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,False,1713,17.0,33.0,14.0,05,1153740.0,1931704.0,2023,09/19/2023 03:42:46 PM,41.968434832,-87.710088296,"(41.968434832, -87.710088296)"
13208542,JG421801,09/11/2023 09:36:00 PM,041XX N MAPLEWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,1911,19.0,47.0,5.0,05,1158655.0,1927338.0,2023,09/19/2023 03:42:46 PM,41.956354758,-87.692136171,"(41.956354758, -87.692136171)"
13207928,JG420875,09/11/2023 08:00:00 AM,016XX S PRAIRIE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,132,1.0,3.0,33.0,11,1178347.0,1892319.0,2023,09/19/2023 03:42:46 PM,41.859834107,-87.62081338,"(41.859834107, -87.62081338)"
13207143,JG420117,09/11/2023 02:30:00 PM,013XX W IRVING PARK RD,0870,THEFT,POCKET-PICKING,COMMERCIAL / BUSINESS OFFICE,False,False,1923,19.0,46.0,6.0,06,1166377.0,1926670.0,2023,09/19/2023 03:42:46 PM,41.954359684,-87.663767383,"(41.954359684, -87.663767383)"
13206673,JG419374,09/11/2023 01:55:00 AM,013XX N KOSTNER AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,2533,25.0,37.0,23.0,03,1146802.0,1908374.0,2023,09/19/2023 03:42:46 PM,41.904550887,-87.736196711,"(41.904550887, -87.736196711)"
13206676,JG419426,09/11/2023 03:00:00 AM,073XX S CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,833,8.0,18.0,65.0,14,1145667.0,1855406.0,2023,09/19/2023 03:42:46 PM,41.759220778,-87.741705932,"(41.759220778, -87.741705932)"
13207085,JG419886,09/11/2023 01:00:00 AM,106XX S PEORIA ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,2233,22.0,21.0,73.0,06,1172205.0,1834217.0,2023,09/19/2023 03:42:46 PM,41.700533208,-87.645065801,"(41.700533208, -87.645065801)"
13207447,JG420123,09/11/2023 02:25:00 PM,001XX W SUPERIOR ST,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1832,18.0,42.0,8.0,06,1174813.0,1905325.0,2023,09/19/2023 03:42:46 PM,41.895603123,-87.633396228,"(41.895603123, -87.633396228)"
13206703,JG419496,09/11/2023 05:56:00 AM,067XX S CLYDE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,331,3.0,5.0,43.0,08A,1191373.0,1860679.0,2023,09/19/2023 03:42:46 PM,41.772705624,-87.574025801,"(41.772705624, -87.574025801)"
13207133,JG420085,09/11/2023 12:32:00 PM,006XX N WABASH AVE,2022,NARCOTICS,POSSESS - COCAINE,OTHER (SPECIFY),True,False,1834,18.0,42.0,8.0,18,1176631.0,1904280.0,2023,09/19/2023 03:42:46 PM,41.892694698,-87.626750816,"(41.892694698, -87.626750816)"
13207538,JG420451,09/11/2023 06:00:00 PM,004XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,STREET,False,False,1834,18.0,42.0,8.0,06,1177356.0,1903470.0,2023,09/19/2023 03:42:46 PM,41.890455604,-87.6241128,"(41.890455604, -87.6241128)"
13206805,JG419698,09/11/2023 09:00:00 AM,027XX W WASHINGTON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1222,12.0,27.0,27.0,14,1158085.0,1900570.0,2023,09/19/2023 03:42:46 PM,41.882913016,-87.694964167,"(41.882913016, -87.694964167)"
13210773,JG423707,09/11/2023 11:18:00 AM,009XX W WASHINGTON BLVD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,False,False,1224,12.0,27.0,28.0,11,1170187.0,1900728.0,2023,09/19/2023 03:42:46 PM,41.883090953,-87.650520679,"(41.883090953, -87.650520679)"
13207192,JG420225,09/11/2023 03:28:00 PM,015XX N KILDARE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,False,2534,25.0,36.0,23.0,15,1147437.0,1909696.0,2023,09/19/2023 03:42:46 PM,41.908166438,-87.733830215,"(41.908166438, -87.733830215)"
13207574,JG420634,09/11/2023 08:40:00 PM,098XX S YATES AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,431,4.0,7.0,51.0,08A,1194119.0,1840264.0,2023,09/19/2023 03:42:46 PM,41.716618199,-87.564628427,"(41.716618199, -87.564628427)"
13206629,JG419385,09/11/2023 02:29:00 AM,047XX S CICERO AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,815,8.0,22.0,56.0,03,1145159.0,1872759.0,2023,09/19/2023 03:42:46 PM,41.806849873,-87.743131225,"(41.806849873, -87.743131225)"
13207964,JG421069,09/11/2023 03:45:00 AM,042XX N CLARENDON AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1915,19.0,46.0,3.0,05,1170147.0,1928635.0,2023,09/19/2023 03:42:46 PM,41.959670047,-87.649850803,"(41.959670047, -87.649850803)"
13215460,JG430197,08/20/2023 09:00:00 AM,087XX S BENNETT AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,412,4.0,8.0,48.0,06,1190369.0,1847392.0,2023,09/21/2023 03:41:03 PM,41.736269205,-87.578133673,"(41.736269205, -87.578133673)"
13207088,JG419934,09/11/2023 12:35:00 PM,075XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,2422,24.0,49.0,1.0,06,1162907.0,1949949.0,2023,09/19/2023 03:42:46 PM,42.018311737,-87.675866628,"(42.018311737, -87.675866628)"
13207725,JG420736,09/11/2023 10:28:00 PM,059XX S ARTESIAN AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,True,False,824,8.0,16.0,66.0,26,1161054.0,1865226.0,2023,09/19/2023 03:42:46 PM,41.785864019,-87.68504136,"(41.785864019, -87.68504136)"
13213329,JG427618,09/10/2023 12:00:00 AM,025XX S KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1033,10.0,25.0,30.0,14,1155434.0,1886886.0,2023,09/19/2023 03:41:47 PM,41.845416342,-87.705066515,"(41.845416342, -87.705066515)"
13213911,JG421526,09/11/2023 03:30:00 PM,050XX N BROADWAY,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,2033,20.0,47.0,3.0,05,1167398.0,1933847.0,2023,09/19/2023 03:42:46 PM,41.974031676,-87.659806667,"(41.974031676, -87.659806667)"
13211196,JG419826,09/11/2023 11:00:00 AM,053XX S DR MARTIN LUTHER KING JR DR,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SCHOOL - PUBLIC BUILDING,False,False,231,2.0,3.0,40.0,04A,1179834.0,1869612.0,2023,09/19/2023 03:42:46 PM,41.797490407,-87.616051012,"(41.797490407, -87.616051012)"
13210050,JG423549,09/11/2023 12:00:00 PM,047XX N PULASKI RD,0560,ASSAULT,SIMPLE,MEDICAL / DENTAL OFFICE,False,False,1723,17.0,39.0,14.0,08A,1148876.0,1931092.0,2023,09/19/2023 03:42:46 PM,41.96685116,-87.727989014,"(41.96685116, -87.727989014)"
13207176,JG419948,09/11/2023 12:55:00 PM,083XX S HOLLAND RD,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,622,6.0,21.0,44.0,08A,1175640.0,1849717.0,2023,09/19/2023 03:42:46 PM,41.742991296,-87.632025815,"(41.742991296, -87.632025815)"
13207903,JG420946,09/11/2023 03:00:00 PM,027XX S SAWYER AVE,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,1032,10.0,22.0,30.0,08A,1155138.0,1885680.0,2023,09/19/2023 03:42:46 PM,41.842112872,-87.706185128,"(41.842112872, -87.706185128)"
13207230,JG419400,09/11/2023 02:00:00 AM,0000X E 113TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,531,5.0,9.0,49.0,08B,1178541.0,1830055.0,2023,09/19/2023 03:42:46 PM,41.688970795,-87.621991718,"(41.688970795, -87.621991718)"
13207837,JG420859,09/11/2023 02:04:00 PM,017XX E 68TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,True,332,3.0,5.0,43.0,08A,1189146.0,1860229.0,2023,09/19/2023 03:42:46 PM,41.771524452,-87.582203652,"(41.771524452, -87.582203652)"
13213315,JG427570,09/10/2023 07:23:00 PM,005XX S DAMEN AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1225,12.0,28.0,28.0,06,1163142.0,1897621.0,2023,09/19/2023 03:41:47 PM,41.874715981,-87.676477533,"(41.874715981, -87.676477533)"
13206642,JG419351,09/11/2023 12:45:00 AM,039XX W 27TH ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,True,False,1031,10.0,22.0,30.0,04B,1150639.0,1885765.0,2023,09/19/2023 03:42:46 PM,41.842435085,-87.722693041,"(41.842435085, -87.722693041)"
13206702,JG419467,09/11/2023 05:40:00 AM,023XX W WALNUT ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,1223,12.0,27.0,28.0,03,1160868.0,1901619.0,2023,09/19/2023 03:42:46 PM,41.885734302,-87.684715751,"(41.885734302, -87.684715751)"
13207554,JG420245,09/11/2023 04:00:00 PM,069XX S CLYDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,331,3.0,5.0,43.0,14,1191411.0,1859329.0,2023,09/19/2023 03:42:46 PM,41.7690002,-87.573930201,"(41.7690002, -87.573930201)"
13213687,JG428177,09/08/2023 03:52:00 AM,013XX E MADISON AVENUE PARK,0820,THEFT,$500 AND UNDER,STREET,False,False,222,2.0,4.0,39.0,06,1185695.0,1871646.0,2023,09/19/2023 03:41:47 PM,41.802935644,-87.594494039,"(41.802935644, -87.594494039)"
13210911,JG424548,09/11/2023 02:00:00 AM,068XX S DAMEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,726,7.0,16.0,67.0,07,1164212.0,1859082.0,2023,09/19/2023 03:42:46 PM,41.768938143,-87.673635382,"(41.768938143, -87.673635382)"
13211131,JG423960,09/11/2023 11:00:00 AM,016XX W NELSON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1931,19.0,32.0,6.0,14,1164929.0,1920315.0,2023,09/19/2023 03:42:46 PM,41.936952169,-87.669271412,"(41.936952169, -87.669271412)"
13207566,JG420466,09/11/2023 05:15:00 PM,031XX N RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2523,25.0,35.0,21.0,08B,1150945.0,1920532.0,2023,09/19/2023 03:42:46 PM,41.937833375,-87.72065911,"(41.937833375, -87.72065911)"
13206770,JG419507,09/11/2023 06:20:00 AM,011XX N LARRABEE ST,0810,THEFT,OVER $500,POLICE FACILITY / VEHICLE PARKING LOT,False,False,1822,18.0,27.0,8.0,06,1172122.0,1908040.0,2023,09/19/2023 03:42:46 PM,41.903113054,-87.643199348,"(41.903113054, -87.643199348)"
13207028,JG419885,09/11/2023 12:09:00 PM,079XX S DAMEN AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,True,False,611,6.0,17.0,71.0,26,1164404.0,1852184.0,2023,09/19/2023 03:42:46 PM,41.750005014,-87.673125651,"(41.750005014, -87.673125651)"
13207546,JG420567,09/11/2023 05:00:00 PM,045XX N DRAKE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,1723,17.0,33.0,14.0,08A,1151903.0,1929943.0,2023,09/19/2023 03:42:46 PM,41.963639003,-87.716889481,"(41.963639003, -87.716889481)"
13207259,JG420192,09/11/2023 03:41:00 PM,010XX W 103RD ST,0850,THEFT,ATTEMPT THEFT,STREET,False,False,2232,22.0,21.0,73.0,06,1170887.0,1836510.0,2023,09/19/2023 03:42:46 PM,41.706854357,-87.64982518,"(41.706854357, -87.64982518)"
13209536,JG421390,09/11/2023 08:00:00 PM,071XX S WABASH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,323,3.0,6.0,69.0,07,1177959.0,1857728.0,2023,09/19/2023 03:42:46 PM,41.764922227,-87.623286714,"(41.764922227, -87.623286714)"
13207424,JG420125,09/11/2023 02:38:00 PM,074XX N HOYNE AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,STREET,False,False,2424,24.0,49.0,1.0,17,1160973.0,1949510.0,2023,09/19/2023 03:42:46 PM,42.017147654,-87.682995673,"(42.017147654, -87.682995673)"
13206659,JG419422,09/11/2023 02:20:00 AM,006XX W 103RD ST,0820,THEFT,$500 AND UNDER,STREET,False,False,2232,22.0,21.0,49.0,06,1173944.0,1836577.0,2023,09/19/2023 03:42:46 PM,41.706971085,-87.638628541,"(41.706971085, -87.638628541)"
13207871,JG420889,09/11/2023 07:00:00 PM,032XX N HAMLIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1732,17.0,30.0,21.0,14,1150489.0,1921271.0,2023,09/19/2023 03:42:46 PM,41.939870181,-87.722315651,"(41.939870181, -87.722315651)"
13206831,JG419587,09/11/2023 08:08:00 AM,043XX W BELMONT AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,GAS STATION,False,True,2523,25.0,31.0,20.0,26,1146631.0,1920915.0,2023,09/19/2023 03:42:46 PM,41.938967869,-87.736504232,"(41.938967869, -87.736504232)"
13207794,JG419641,09/11/2023 08:30:00 AM,018XX W 119TH ST,0560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2234,22.0,21.0,75.0,08A,1166197.0,1825750.0,2023,09/19/2023 03:42:46 PM,41.677427958,-87.667304587,"(41.677427958, -87.667304587)"
13206610,JG419371,09/11/2023 01:15:00 AM,012XX N MAPLEWOOD AVE,0340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,SIDEWALK,False,False,1423,14.0,26.0,24.0,03,1159178.0,1908174.0,2023,09/19/2023 03:42:46 PM,41.90375667,-87.6907415,"(41.90375667, -87.6907415)"
13207971,JG420943,09/12/2023 12:00:00 AM,061XX N KENMORE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,2433,24.0,48.0,77.0,08A,1168132.0,1940805.0,2023,09/19/2023 03:42:46 PM,41.993108732,-87.656905495,"(41.993108732, -87.656905495)"
13207755,JG420754,09/11/2023 11:49:00 PM,076XX S MAY ST,0460,BATTERY,SIMPLE,ALLEY,False,True,612,6.0,17.0,71.0,08B,1169974.0,1854190.0,2023,09/19/2023 03:42:46 PM,41.755390649,-87.652656566,"(41.755390649, -87.652656566)"
13206743,JG419378,09/11/2023 01:42:00 AM,034XX W GRAND AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,True,False,1121,11.0,26.0,23.0,07,1153265.0,1906957.0,2023,09/19/2023 03:42:46 PM,41.900536598,-87.712493796,"(41.900536598, -87.712493796)"
13210765,JG423703,09/11/2023 11:18:00 AM,009XX W WASHINGTON BLVD,0810,THEFT,OVER $500,APARTMENT,False,False,1224,12.0,27.0,28.0,06,1170187.0,1900728.0,2023,09/19/2023 03:42:46 PM,41.883090953,-87.650520679,"(41.883090953, -87.650520679)"
13207608,JG420563,09/11/2023 07:01:00 PM,023XX N ST LOUIS AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,1413,14.0,35.0,22.0,04A,1152875.0,1915323.0,2023,09/19/2023 03:42:46 PM,41.923501389,-87.7137043,"(41.923501389, -87.7137043)"
13207076,JG419912,09/11/2023 12:07:00 PM,094XX S WENTWORTH AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,634,6.0,9.0,49.0,26,1176613.0,1842266.0,2023,09/19/2023 03:42:46 PM,41.722522979,-87.628684234,"(41.722522979, -87.628684234)"
13206720,JG419501,09/11/2023 06:00:00 AM,014XX S HARDING AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,APARTMENT,True,False,1011,10.0,24.0,29.0,18,1150281.0,1892764.0,2023,09/19/2023 03:42:46 PM,41.861648184,-87.723824504,"(41.861648184, -87.723824504)"
13208150,JG421294,09/11/2023 11:00:00 PM,012XX S KOSTNER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,False,False,1011,10.0,24.0,29.0,07,1147242.0,1894106.0,2023,09/19/2023 03:42:46 PM,41.865389461,-87.734945909,"(41.865389461, -87.734945909)"
4049433,HL400262,05/27/2005 08:00:00 AM,016XX W 104TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,2212,22.0,19.0,72.0,26,1167212.0,1835922.0,2005,09/07/2021 03:41:02 PM,41.705320048,-87.663299745,"(41.705320048, -87.663299745)"
13207641,JG420656,09/11/2023 08:46:00 PM,059XX S ADA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,713,7.0,16.0,67.0,14,1168345.0,1865314.0,2023,09/19/2023 03:42:46 PM,41.785951536,-87.658306475,"(41.785951536, -87.658306475)"
13207358,JG420256,09/11/2023 07:00:00 AM,002XX E 111TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,SCHOOL - PUBLIC GROUNDS,False,False,513,5.0,9.0,49.0,07,1179894.0,1831414.0,2023,09/19/2023 03:42:46 PM,41.692669318,-87.616997089,"(41.692669318, -87.616997089)"
